a,negskew,duvol,Date,year,month,country,GDP,corruption,governmentEffectiveness,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,geopoliticalRisk,gdpPerCapita,gdpGrowth,negskew_annual,duvol_annual
3/1/2003,1.834816902,0.446538284,3/1/2003,2003,38,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
4/1/2003,-0.573365775,-0.073212389,4/1/2003,2003,39,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
5/1/2003,-0.600605634,-0.241459259,5/1/2003,2003,40,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
6/1/2003,1.364805933,0.248226196,6/1/2003,2003,41,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
7/1/2003,0.623738048,0.05847483,7/1/2003,2003,42,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
8/1/2003,1.336618951,0.404928172,8/1/2003,2003,43,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
9/1/2003,0.405082163,0.301279018,9/1/2003,2003,44,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
10/1/2003,1.238507427,0.230064706,10/1/2003,2003,45,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
11/1/2003,-2.296078555,-0.811068187,11/1/2003,2003,46,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
12/1/2003,1.171595061,0.423970784,12/1/2003,2003,47,Italy,37356.48441,0.51,0.801552355,0.432390749,1.08,0.72,0.985716999,,36942.93938,0.138626891,0.673982457,0.302865156
1/1/2004,0.635330501,0.365421388,1/1/2004,2004,48,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
2/1/2004,0.148306081,0.167233804,2/1/2004,2004,49,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
3/1/2004,1.265234703,0.243249733,3/1/2004,2004,50,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
4/1/2004,-0.88350368,-0.077793495,4/1/2004,2004,51,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
5/1/2004,-0.139121686,0.169507225,5/1/2004,2004,52,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
6/1/2004,-0.569168991,-0.126078226,6/1/2004,2004,53,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
7/1/2004,-1.627461388,-0.536746522,7/1/2004,2004,54,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
8/1/2004,0.342131806,0.038542842,8/1/2004,2004,55,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
9/1/2004,-1.081052837,-0.439880914,9/1/2004,2004,56,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
10/1/2004,-0.937308295,-0.20942806,10/1/2004,2004,57,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
11/1/2004,-0.711106713,-0.110079992,11/1/2004,2004,58,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
12/1/2004,-1.704320183,-0.545713806,12/1/2004,2004,59,Italy,37643.87444,0.38,0.647107601,0.270300448,1.09,0.6,1.177167773,,37227.14794,1.423594158,-0.645666722,-0.161765933
1/1/2005,-0.734868683,-0.115834355,1/1/2005,2005,60,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
2/1/2005,-0.413890975,-0.379587977,2/1/2005,2005,61,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
3/1/2005,-0.80749872,-0.072313824,3/1/2005,2005,62,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
4/1/2005,0.661680126,0.296309727,4/1/2005,2005,63,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
5/1/2005,0.943308659,0.419079486,5/1/2005,2005,64,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
6/1/2005,-1.449361263,-0.164882714,6/1/2005,2005,65,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
7/1/2005,0.289871209,0.159565792,7/1/2005,2005,66,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
8/1/2005,-0.889691408,-0.140673719,8/1/2005,2005,67,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
9/1/2005,0.448409545,0.110462262,9/1/2005,2005,68,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
10/1/2005,0.548492887,0.129289629,10/1/2005,2005,69,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
11/1/2005,1.598044695,0.302039678,11/1/2005,2005,70,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
12/1/2005,-1.248879412,-0.482340595,12/1/2005,2005,71,Italy,37765.71119,0.41,0.561837733,0.490132987,1,0.52,1.057029247,,37347.63593,0.817848974,-0.316615332,-0.172784572
1/1/2006,0.201630804,0.287492577,1/1/2006,2006,72,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
2/1/2006,-0.187615912,0.021691739,2/1/2006,2006,73,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
3/1/2006,-0.52518795,-0.258363193,3/1/2006,2006,74,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
4/1/2006,0.338894167,0.294932046,4/1/2006,2006,75,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
5/1/2006,-0.884547269,-0.250312364,5/1/2006,2006,76,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
6/1/2006,-0.924350695,-0.474900235,6/1/2006,2006,77,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
7/1/2006,0.486034344,0.261377262,7/1/2006,2006,78,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
8/1/2006,-0.429202006,0.073326829,8/1/2006,2006,79,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
9/1/2006,0.887730686,0.385686135,9/1/2006,2006,80,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
10/1/2006,-0.201815482,-0.007304807,10/1/2006,2006,81,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
11/1/2006,-0.946622473,-0.245026554,11/1/2006,2006,82,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
12/1/2006,1.334685924,0.592589083,12/1/2006,2006,83,Italy,38326.59143,0.48,0.364740819,0.531827509,0.98,0.39,1.064523578,,37902.30709,1.790639681,-0.30785914,-0.147811173
1/1/2007,0.256379551,0.18156602,1/1/2007,2007,84,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
2/1/2007,0.289064385,0.160373514,2/1/2007,2007,85,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
3/1/2007,-0.040439846,-0.012419042,3/1/2007,2007,86,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
4/1/2007,-1.567782351,-0.508569472,4/1/2007,2007,87,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
5/1/2007,0.52123611,0.232717199,5/1/2007,2007,88,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
6/1/2007,0.695596264,0.279843482,6/1/2007,2007,89,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
7/1/2007,-0.371060069,0.107016057,7/1/2007,2007,90,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
8/1/2007,0.562237291,0.447528886,8/1/2007,2007,91,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
9/1/2007,0.83852209,0.193191463,9/1/2007,2007,92,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
10/1/2007,-1.513538835,-0.554903026,10/1/2007,2007,93,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
11/1/2007,0.209350445,0.090080981,11/1/2007,2007,94,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
12/1/2007,-0.547086326,-0.415984411,12/1/2007,2007,95,Italy,38700.62912,0.34,0.197625935,0.447652072,0.94,0.48,1.111907482,,38272.2041,1.48707298,0.112500022,0.033206126
1/1/2008,1.982233373,0.659530545,1/1/2008,2008,96,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
2/1/2008,0.034391259,0.094179516,2/1/2008,2008,97,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
3/1/2008,0.865252291,0.156823871,3/1/2008,2008,98,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
4/1/2008,-0.188033947,-0.117067117,4/1/2008,2008,99,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
5/1/2008,-0.022483713,0.306750642,5/1/2008,2008,100,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
6/1/2008,0.749407294,0.214746239,6/1/2008,2008,101,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
7/1/2008,-0.309431877,-0.035530552,7/1/2008,2008,102,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
8/1/2008,1.607798235,0.199220086,8/1/2008,2008,103,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
9/1/2008,1.254678341,0.159946164,9/1/2008,2008,104,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
10/1/2008,0.859078776,0.196538947,10/1/2008,2008,105,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
11/1/2008,0.441654039,-0.006365732,11/1/2008,2008,106,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
12/1/2008,1.085682701,0.361554837,12/1/2008,2008,107,Italy,38075.24993,0.27,0.279626578,0.549200594,0.97,0.46,1.032023787,,37653.748,-0.962012841,0.804144115,0.237199612
1/1/2009,0.729734582,0.141339277,1/1/2009,2009,108,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
2/1/2009,0.090091042,-0.114600311,2/1/2009,2009,109,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
3/1/2009,-0.382884947,-0.165906632,3/1/2009,2009,110,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
4/1/2009,-1.269689085,-0.588787453,4/1/2009,2009,111,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
5/1/2009,-0.552701228,-0.238655496,5/1/2009,2009,112,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
6/1/2009,1.10215829,0.216914313,6/1/2009,2009,113,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
7/1/2009,0.721837761,0.338777813,7/1/2009,2009,114,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
8/1/2009,-1.259016208,-0.620132858,8/1/2009,2009,115,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
9/1/2009,-1.266876414,-0.445317589,9/1/2009,2009,116,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
10/1/2009,0.73884728,0.320207379,10/1/2009,2009,117,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
11/1/2009,0.310543761,0.203149156,11/1/2009,2009,118,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
12/1/2009,0.642774615,0.364895329,12/1/2009,2009,119,Italy,35900.57884,0.2,0.421652019,0.348210901,0.97,0.4,1.034180284,,35503.15103,-5.280937208,0.916975126,0.154346912
1/1/2010,0.297343892,0.349888816,1/1/2010,2010,120,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
2/1/2010,1.298960601,0.481015435,2/1/2010,2010,121,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
3/1/2010,-0.441358838,-0.114074183,3/1/2010,2010,122,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
4/1/2010,1.246540944,0.314272468,4/1/2010,2010,123,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
5/1/2010,-1.264633985,-0.230352864,5/1/2010,2010,124,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
6/1/2010,-0.727534798,0.055396695,6/1/2010,2010,125,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
7/1/2010,-0.283553627,0.077644935,7/1/2010,2010,126,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
8/1/2010,-0.393584589,0.154243967,8/1/2010,2010,127,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
9/1/2010,-0.215726623,0.031324503,9/1/2010,2010,128,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
10/1/2010,-1.031415104,-0.307933854,10/1/2010,2010,129,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
11/1/2010,1.576931384,0.273245696,11/1/2010,2010,130,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
12/1/2010,0.356641595,0.057086755,12/1/2010,2010,131,Italy,36403.51556,0.13,0.44190973,0.473923683,0.9,0.43,0.962797403,,36000.52012,1.713295839,0.997663186,0.289711264
1/1/2011,-1.504392196,-0.441767792,1/1/2011,2011,132,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
2/1/2011,2.118649197,0.496759233,2/1/2011,2011,133,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
3/1/2011,0.173635719,0.003882842,3/1/2011,2011,134,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
4/1/2011,0.481960403,0.103378148,4/1/2011,2011,135,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
5/1/2011,1.625779366,0.449025757,5/1/2011,2011,136,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
6/1/2011,0.867499499,0.251455374,6/1/2011,2011,137,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
7/1/2011,0.660670271,0.045605697,7/1/2011,2011,138,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
8/1/2011,0.844066567,0.350801079,8/1/2011,2011,139,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
9/1/2011,0.652281849,0.243357752,9/1/2011,2011,140,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
10/1/2011,0.143420015,-0.078853169,10/1/2011,2011,141,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
11/1/2011,1.006977077,0.337264975,11/1/2011,2011,142,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
12/1/2011,0.626622634,-0.125677948,12/1/2011,2011,143,Italy,36598.01497,0.18,0.377540648,0.501207411,0.72,0.47,0.911823928,,36192.86638,0.707333347,-0.198345896,-0.087602619
1/1/2012,0.179115464,0.093505298,1/1/2012,2012,144,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
2/1/2012,-0.275110098,-0.296704822,2/1/2012,2012,145,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
3/1/2012,1.429441816,0.373074395,3/1/2012,2012,146,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
4/1/2012,0.644202435,0.10300604,4/1/2012,2012,147,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
5/1/2012,1.172812739,0.468831513,5/1/2012,2012,148,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
6/1/2012,-1.144765525,-0.221105576,6/1/2012,2012,149,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
7/1/2012,-0.266218405,-0.059951945,7/1/2012,2012,150,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
8/1/2012,-1.313888605,-0.293386755,8/1/2012,2012,151,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
9/1/2012,0.090747672,-0.154667604,9/1/2012,2012,152,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
10/1/2012,-0.695610721,-0.18164952,10/1/2012,2012,153,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
11/1/2012,0.341009064,0.021466223,11/1/2012,2012,154,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
12/1/2012,0.678594835,0.419782181,12/1/2012,2012,155,Italy,35411.48532,0.07,0.42067042,0.508217514,0.75,0.4,0.916809261,,35019.47189,-2.980905768,0.246219337,0.099277782
1/1/2013,0.611608511,-0.090441072,1/1/2013,2013,156,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
2/1/2013,2.506335452,0.82205297,2/1/2013,2013,157,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
3/1/2013,0.830977161,0.006706481,3/1/2013,2013,158,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
4/1/2013,-1.024370815,-0.2992937,4/1/2013,2013,159,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
5/1/2013,-0.446152207,-0.055856652,5/1/2013,2013,160,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
6/1/2013,1.305937829,0.56415061,6/1/2013,2013,161,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
7/1/2013,0.096812491,0.087870146,7/1/2013,2013,162,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
8/1/2013,-0.613461141,-0.358877296,8/1/2013,2013,163,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
9/1/2013,-0.096954189,0.000110375,9/1/2013,2013,164,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
10/1/2013,-1.235863493,-0.430259796,10/1/2013,2013,165,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
11/1/2013,0.167104458,0.117880252,11/1/2013,2013,166,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
12/1/2013,-0.189517827,-0.007576875,12/1/2013,2013,167,Italy,34358.91299,0.05,0.458483517,0.495499194,0.78,0.4,0.954217374,,33978.55177,-1.841065451,0.521224676,0.125120528
1/1/2014,-1.666460135,-0.570109412,1/1/2014,2014,168,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
2/1/2014,-1.43066242,-0.639658794,2/1/2014,2014,169,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
3/1/2014,-0.409962899,-0.091603048,3/1/2014,2014,170,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
4/1/2014,0.381457733,0.337426942,4/1/2014,2014,171,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
5/1/2014,-0.042494273,0.121120489,5/1/2014,2014,172,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
6/1/2014,1.078577234,0.414013277,6/1/2014,2014,173,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
7/1/2014,0.025956337,0.082838667,7/1/2014,2014,174,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
8/1/2014,1.111431937,0.541662422,8/1/2014,2014,175,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
9/1/2014,-1.095235889,-0.706500194,9/1/2014,2014,176,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
10/1/2014,1.336430164,0.416203356,10/1/2014,2014,177,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
11/1/2014,0.667090402,0.221528188,11/1/2014,2014,178,Italy,34043.56211,-0.03,0.374144018,0.458165407,0.64,0.38,0.999262631,,33666.69191,-0.004547542,0.366557705,-0.065530968
